ts_client,phase,type,thread_id,query_name,latency_ms,freshness_ms,extra
1768291149970,htap,OLTP_BATCH,4,BATCH,61,,statements=1002
1768291149974,htap,OLTP_BATCH,8,BATCH,63,,statements=1002
1768291149974,htap,OLTP_BATCH,7,BATCH,66,,statements=1002
1768291149990,htap,OLAP_QUERY,2,MAIN_OLAP,32,6802,
1768291149999,htap,OLTP_BATCH,1,BATCH,77,,statements=1002
1768291149999,htap,OLTP_BATCH,6,BATCH,79,,statements=1002
1768291149999,htap,OLTP_BATCH,5,BATCH,65,,statements=1002
1768291150000,htap,OLTP_BATCH,2,BATCH,80,,statements=1002
1768291150003,htap,OLAP_QUERY,0,MAIN_OLAP,35,6810,
1768291150012,htap,OLTP_BATCH,9,BATCH,67,,statements=1002
1768291150022,htap,OLTP_BATCH,3,BATCH,62,,statements=1002
1768291150030,htap,OLTP_BATCH,0,BATCH,59,,statements=1002
1768291150036,htap,OLTP_BATCH,7,BATCH,60,,statements=1002
1768291150036,htap,OLTP_BATCH,4,BATCH,64,,statements=1002
1768291150041,htap,OLTP_BATCH,8,BATCH,65,,statements=1002
1768291150066,htap,OLTP_BATCH,2,BATCH,64,,statements=1002
1768291150066,htap,OLTP_BATCH,5,BATCH,65,,statements=1002
1768291150068,htap,OLTP_BATCH,6,BATCH,66,,statements=1002
1768291150071,htap,OLTP_BATCH,1,BATCH,69,,statements=1002
1768291150078,htap,OLTP_BATCH,9,BATCH,65,,statements=1002
1768291150092,htap,OLTP_BATCH,3,BATCH,68,,statements=1002
1768291150095,htap,OLTP_BATCH,0,BATCH,63,,statements=1002
1768291150106,htap,OLTP_BATCH,8,BATCH,63,,statements=1002
1768291150106,htap,OLTP_BATCH,4,BATCH,68,,statements=1002
1768291150109,htap,OLTP_BATCH,7,BATCH,71,,statements=1002
1768291150129,htap,OLTP_BATCH,1,BATCH,56,,statements=1002
1768291150133,htap,OLTP_BATCH,5,BATCH,65,,statements=1002
1768291150137,htap,OLTP_BATCH,2,BATCH,69,,statements=1002
1768291150139,htap,OLTP_BATCH,9,BATCH,59,,statements=1002
1768291150144,htap,OLTP_BATCH,6,BATCH,74,,statements=1002
1768291150154,htap,OLTP_BATCH,3,BATCH,60,,statements=1002
1768291150168,htap,OLTP_BATCH,0,BATCH,71,,statements=1002
1768291150168,htap,OLTP_BATCH,8,BATCH,61,,statements=1002
1768291150169,htap,OLTP_BATCH,4,BATCH,61,,statements=1002
1768291150178,htap,OLTP_BATCH,7,BATCH,67,,statements=1002
1768291150196,htap,OLTP_BATCH,1,BATCH,65,,statements=1002
1768291150201,htap,OLTP_BATCH,5,BATCH,66,,statements=1002
1768291150207,htap,OLTP_BATCH,2,BATCH,69,,statements=1002
1768291150208,htap,OLTP_BATCH,9,BATCH,67,,statements=1002
1768291150212,htap,OLTP_BATCH,6,BATCH,65,,statements=1002
1768291150218,htap,OLTP_BATCH,3,BATCH,62,,statements=1002
1768291150227,htap,OLTP_BATCH,0,BATCH,57,,statements=1002
1768291150234,htap,OLTP_BATCH,4,BATCH,63,,statements=1002
1768291150236,htap,OLTP_BATCH,8,BATCH,65,,statements=1002
1768291150245,htap,OLTP_BATCH,7,BATCH,64,,statements=1002
1768291150268,htap,OLTP_BATCH,1,BATCH,70,,statements=1002
1768291150271,htap,OLTP_BATCH,5,BATCH,68,,statements=1002
1768291150283,htap,OLTP_BATCH,6,BATCH,70,,statements=1002
1768291150285,htap,OLTP_BATCH,9,BATCH,76,,statements=1002
1768291150291,htap,OLTP_BATCH,3,BATCH,71,,statements=1002
1768291150295,htap,OLAP_QUERY,1,MAIN_OLAP,22,6993,
1768291150299,htap,OLTP_BATCH,0,BATCH,70,,statements=1002
1768291150299,htap,OLTP_BATCH,2,BATCH,90,,statements=1002
1768291150306,htap,OLTP_BATCH,4,BATCH,70,,statements=1002
1768291150307,htap,OLTP_BATCH,8,BATCH,69,,statements=1002
1768291150329,htap,OLTP_BATCH,7,BATCH,82,,statements=1002
1768291150342,htap,OLTP_BATCH,6,BATCH,58,,statements=1002
1768291150345,htap,OLTP_BATCH,1,BATCH,75,,statements=1002
1768291150347,htap,OLTP_BATCH,5,BATCH,74,,statements=1002
1768291150353,htap,OLTP_BATCH,9,BATCH,66,,statements=1002
1768291150354,htap,OLAP_QUERY,3,MAIN_OLAP,31,7039,
1768291150366,htap,OLTP_BATCH,3,BATCH,73,,statements=1002
1768291150367,htap,OLTP_BATCH,2,BATCH,66,,statements=1002
1768291150367,htap,OLTP_BATCH,8,BATCH,58,,statements=1002
1768291150371,htap,OLTP_BATCH,0,BATCH,67,,statements=1002
1768291150372,htap,OLTP_BATCH,4,BATCH,64,,statements=1002
1768291150395,htap,OLAP_QUERY,4,MAIN_OLAP,31,7080,
1768291150398,htap,OLTP_BATCH,7,BATCH,67,,statements=1002
1768291150407,htap,OLTP_BATCH,6,BATCH,63,,statements=1002
1768291150409,htap,OLTP_BATCH,1,BATCH,62,,statements=1002
1768291150413,htap,OLTP_BATCH,5,BATCH,64,,statements=1002
1768291150418,htap,OLTP_BATCH,9,BATCH,63,,statements=1002
1768291150431,monitor,OLAP_FRESHNESS,-1,MONITOR_QUERY,0,7140,
1768291150441,htap,OLTP_BATCH,2,BATCH,72,,statements=1002
1768291150444,htap,OLTP_BATCH,0,BATCH,70,,statements=1002
1768291150444,htap,OLTP_BATCH,8,BATCH,75,,statements=1002
1768291150444,htap,OLTP_BATCH,4,BATCH,70,,statements=1002
1768291150444,htap,OLTP_BATCH,3,BATCH,76,,statements=1002
1768291150450,htap,OLTP_BATCH,7,BATCH,51,,statements=1002
1768291150469,htap,OLTP_BATCH,6,BATCH,60,,statements=1002
1768291150472,htap,OLTP_BATCH,5,BATCH,57,,statements=1002
1768291150476,htap,OLTP_BATCH,1,BATCH,65,,statements=1002
1768291150480,htap,OLTP_BATCH,9,BATCH,60,,statements=1002
1768291150512,htap,OLTP_BATCH,4,BATCH,66,,statements=1002
1768291150512,htap,OLTP_BATCH,2,BATCH,66,,statements=1002
1768291150515,htap,OLTP_BATCH,8,BATCH,69,,statements=1002
1768291150516,htap,OLTP_BATCH,7,BATCH,64,,statements=1002
1768291150520,htap,OLTP_BATCH,0,BATCH,74,,statements=1002
1768291150526,htap,OLTP_BATCH,3,BATCH,80,,statements=1002
1768291150535,htap,OLAP_QUERY,2,MAIN_OLAP,30,7222,
1768291150535,htap,OLAP_QUERY,0,MAIN_OLAP,27,7235,
1768291150535,htap,OLTP_BATCH,6,BATCH,64,,statements=1002
1768291150539,htap,OLTP_BATCH,5,BATCH,65,,statements=1002
1768291150544,htap,OLTP_BATCH,1,BATCH,66,,statements=1002
1768291150550,htap,OLTP_BATCH,9,BATCH,69,,statements=1002
1768291150574,htap,OLTP_BATCH,4,BATCH,61,,statements=1002
1768291150580,htap,OLTP_BATCH,2,BATCH,65,,statements=1002
1768291150580,htap,OLTP_BATCH,8,BATCH,63,,statements=1002
1768291150584,htap,OLTP_BATCH,7,BATCH,66,,statements=1002
1768291150593,htap,OLTP_BATCH,3,BATCH,65,,statements=1002
1768291150595,htap,OLTP_BATCH,0,BATCH,73,,statements=1002
1768291150602,htap,OLTP_BATCH,6,BATCH,65,,statements=1002
1768291150605,htap,OLTP_BATCH,5,BATCH,65,,statements=1002
1768291150608,htap,OLTP_BATCH,1,BATCH,62,,statements=1002
1768291150615,htap,OLTP_BATCH,9,BATCH,63,,statements=1002
1768291150639,htap,OLTP_BATCH,4,BATCH,63,,statements=1002
1768291150646,htap,OLTP_BATCH,8,BATCH,64,,statements=1002
1768291150649,htap,OLTP_BATCH,2,BATCH,67,,statements=1002
1768291150649,htap,OLTP_BATCH,7,BATCH,63,,statements=1002
1768291150671,htap,OLTP_BATCH,3,BATCH,76,,statements=1002
1768291150672,htap,OLTP_BATCH,5,BATCH,65,,statements=1002
1768291150672,htap,OLTP_BATCH,0,BATCH,76,,statements=1002
1768291150678,htap,OLTP_BATCH,6,BATCH,73,,statements=1002
1768291150680,htap,OLTP_BATCH,9,BATCH,63,,statements=1002
1768291150681,htap,OLTP_BATCH,1,BATCH,71,,statements=1002
1768291150718,htap,OLTP_BATCH,2,BATCH,67,,statements=1002
1768291150718,htap,OLTP_BATCH,4,BATCH,78,,statements=1002
1768291150724,htap,OLTP_BATCH,7,BATCH,73,,statements=1002
1768291150724,htap,OLTP_BATCH,8,BATCH,76,,statements=1002
1768291150738,htap,OLTP_BATCH,0,BATCH,64,,statements=1002
1768291150742,htap,OLTP_BATCH,3,BATCH,69,,statements=1002
1768291150747,htap,OLTP_BATCH,5,BATCH,73,,statements=1002
1768291150747,htap,OLTP_BATCH,6,BATCH,67,,statements=1002
1768291150748,htap,OLTP_BATCH,9,BATCH,66,,statements=1002
1768291150755,htap,OLTP_BATCH,1,BATCH,72,,statements=1002
1768291150783,htap,OLTP_BATCH,4,BATCH,63,,statements=1002
1768291150786,htap,OLTP_BATCH,2,BATCH,66,,statements=1002
1768291150786,htap,OLTP_BATCH,8,BATCH,60,,statements=1002
1768291150791,htap,OLTP_BATCH,7,BATCH,65,,statements=1002
1768291150811,htap,OLTP_BATCH,3,BATCH,68,,statements=1002
1768291150819,htap,OLTP_BATCH,0,BATCH,79,,statements=1002
1768291150820,htap,OLTP_BATCH,9,BATCH,70,,statements=1002
1768291150820,htap,OLTP_BATCH,1,BATCH,63,,statements=1002
1768291150821,htap,OLTP_BATCH,5,BATCH,72,,statements=1002
1768291150823,htap,OLAP_QUERY,1,MAIN_OLAP,18,7527,
1768291150838,htap,OLTP_BATCH,6,BATCH,90,,statements=1002
1768291150853,htap,OLTP_BATCH,4,BATCH,67,,statements=1002
1768291150861,htap,OLTP_BATCH,7,BATCH,67,,statements=1002
1768291150861,htap,OLTP_BATCH,8,BATCH,72,,statements=1002
1768291150861,htap,OLTP_BATCH,2,BATCH,73,,statements=1002
1768291150881,htap,OLTP_BATCH,3,BATCH,68,,statements=1002
1768291150886,htap,OLAP_QUERY,3,MAIN_OLAP,27,7586,
1768291150900,htap,OLTP_BATCH,5,BATCH,77,,statements=1002
1768291150901,htap,OLTP_BATCH,0,BATCH,79,,statements=1002
1768291150901,htap,OLTP_BATCH,9,BATCH,79,,statements=1002
1768291150902,htap,OLTP_BATCH,6,BATCH,62,,statements=1002
1768291150904,htap,OLTP_BATCH,1,BATCH,82,,statements=1002
1768291150925,htap,OLTP_BATCH,4,BATCH,70,,statements=1002
1768291150927,htap,OLTP_BATCH,7,BATCH,64,,statements=1002
1768291150927,htap,OLAP_QUERY,4,MAIN_OLAP,25,7627,
1768291150930,htap,OLTP_BATCH,8,BATCH,67,,statements=1002
1768291150945,htap,OLTP_BATCH,2,BATCH,82,,statements=1002
1768291150957,htap,OLTP_BATCH,3,BATCH,74,,statements=1002
1768291150961,htap,OLTP_BATCH,0,BATCH,58,,statements=1002
1768291150962,htap,OLTP_BATCH,9,BATCH,59,,statements=1002
1768291150962,htap,OLTP_BATCH,5,BATCH,59,,statements=1002
1768291150969,htap,OLTP_BATCH,1,BATCH,63,,statements=1002
1768291150973,htap,OLTP_BATCH,6,BATCH,69,,statements=1002
1768291150986,htap,OLTP_BATCH,7,BATCH,57,,statements=1002
1768291150987,htap,OLTP_BATCH,8,BATCH,55,,statements=1002
1768291150992,htap,OLTP_BATCH,4,BATCH,65,,statements=1002
1768291151007,htap,OLTP_BATCH,2,BATCH,60,,statements=1002
1768291151017,htap,OLTP_BATCH,3,BATCH,58,,statements=1002
1768291151021,htap,OLTP_BATCH,9,BATCH,57,,statements=1002
1768291151031,htap,OLTP_BATCH,5,BATCH,67,,statements=1002
1768291151032,htap,OLTP_BATCH,0,BATCH,68,,statements=1002
1768291151034,htap,OLTP_BATCH,6,BATCH,59,,statements=1002
1768291151037,htap,OLTP_BATCH,1,BATCH,67,,statements=1002
1768291151047,htap,OLTP_BATCH,7,BATCH,57,,statements=1002
1768291151051,htap,OLTP_BATCH,8,BATCH,61,,statements=1002
1768291151068,htap,OLTP_BATCH,4,BATCH,74,,statements=1002
1768291151076,htap,OLAP_QUERY,0,MAIN_OLAP,26,7690,
1768291151076,htap,OLTP_BATCH,2,BATCH,67,,statements=1002
1768291151078,htap,OLAP_QUERY,2,MAIN_OLAP,30,7690,
1768291151083,htap,OLTP_BATCH,9,BATCH,60,,statements=1002
1768291151096,htap,OLTP_BATCH,0,BATCH,63,,statements=1002
1768291151103,htap,OLTP_BATCH,5,BATCH,70,,statements=1002
1768291151105,htap,OLTP_BATCH,1,BATCH,67,,statements=1002
1768291151105,htap,OLTP_BATCH,6,BATCH,70,,statements=1002
1768291151109,htap,OLTP_BATCH,7,BATCH,60,,statements=1002
1768291151111,htap,OLTP_BATCH,3,BATCH,91,,statements=1002
1768291151115,htap,OLTP_BATCH,8,BATCH,63,,statements=1002
1768291151142,htap,OLTP_BATCH,2,BATCH,64,,statements=1002
1768291151144,htap,OLTP_BATCH,4,BATCH,73,,statements=1002
1768291151151,htap,OLTP_BATCH,9,BATCH,66,,statements=1002
1768291151161,htap,OLTP_BATCH,0,BATCH,63,,statements=1002
1768291151167,htap,OLTP_BATCH,5,BATCH,62,,statements=1002
1768291151168,htap,OLTP_BATCH,1,BATCH,62,,statements=1002
1768291151168,htap,OLTP_BATCH,6,BATCH,60,,statements=1002
1768291151173,htap,OLTP_BATCH,3,BATCH,59,,statements=1002
1768291151177,htap,OLTP_BATCH,7,BATCH,66,,statements=1002
1768291151179,htap,OLTP_BATCH,8,BATCH,62,,statements=1002
1768291151205,htap,OLTP_BATCH,2,BATCH,61,,statements=1002
1768291151209,htap,OLTP_BATCH,9,BATCH,56,,statements=1002
1768291151214,htap,OLTP_BATCH,4,BATCH,68,,statements=1002
1768291151228,htap,OLTP_BATCH,6,BATCH,58,,statements=1002
1768291151228,htap,OLTP_BATCH,0,BATCH,64,,statements=1002
1768291151228,htap,OLTP_BATCH,1,BATCH,58,,statements=1002
1768291151230,htap,OLTP_BATCH,5,BATCH,61,,statements=1002
1768291151237,htap,OLTP_BATCH,3,BATCH,62,,statements=1002
1768291151242,htap,OLTP_BATCH,7,BATCH,63,,statements=1002
1768291151249,htap,OLTP_BATCH,8,BATCH,68,,statements=1002
1768291151267,htap,OLTP_BATCH,9,BATCH,56,,statements=1002
1768291151271,htap,OLTP_BATCH,2,BATCH,64,,statements=1002
1768291151283,htap,OLTP_BATCH,4,BATCH,67,,statements=1002
1768291151291,htap,OLTP_BATCH,0,BATCH,61,,statements=1002
1768291151292,htap,OLTP_BATCH,5,BATCH,60,,statements=1002
1768291151292,htap,OLTP_BATCH,1,BATCH,62,,statements=1002
1768291151292,htap,OLTP_BATCH,3,BATCH,53,,statements=1002
1768291151296,htap,OLTP_BATCH,6,BATCH,66,,statements=1002
1768291151305,htap,OLTP_BATCH,7,BATCH,61,,statements=1002
1768291151310,htap,OLTP_BATCH,8,BATCH,59,,statements=1002
1768291151340,htap,OLTP_BATCH,9,BATCH,71,,statements=1002
1768291151341,htap,OLTP_BATCH,2,BATCH,68,,statements=1002
1768291151349,htap,OLTP_BATCH,4,BATCH,64,,statements=1002
1768291151351,htap,OLTP_BATCH,1,BATCH,58,,statements=1002
1768291151351,htap,OLTP_BATCH,0,BATCH,58,,statements=1002
1768291151351,htap,OLAP_QUERY,1,MAIN_OLAP,22,7978,
1768291151352,htap,OLTP_BATCH,5,BATCH,58,,statements=1002
1768291151363,htap,OLTP_BATCH,3,BATCH,69,,statements=1002
1768291151364,htap,OLTP_BATCH,6,BATCH,66,,statements=1002
1768291151369,htap,OLTP_BATCH,7,BATCH,62,,statements=1002
1768291151377,htap,OLTP_BATCH,8,BATCH,65,,statements=1002
1768291151400,htap,OLTP_BATCH,2,BATCH,57,,statements=1002
1768291151405,htap,OLTP_BATCH,9,BATCH,62,,statements=1002
1768291151411,htap,OLTP_BATCH,5,BATCH,58,,statements=1002
1768291151414,htap,OLTP_BATCH,0,BATCH,60,,statements=1002
1768291151416,htap,OLTP_BATCH,4,BATCH,65,,statements=1002
1768291151420,htap,OLAP_QUERY,3,MAIN_OLAP,25,8041,
1768291151421,htap,OLTP_BATCH,1,BATCH,67,,statements=1002
1768291151425,htap,OLTP_BATCH,3,BATCH,60,,statements=1002
1768291151425,htap,OLTP_BATCH,6,BATCH,59,,statements=1002
1768291151428,htap,OLTP_BATCH,7,BATCH,57,,statements=1002
1768291151435,monitor,OLAP_FRESHNESS,-1,MONITOR_QUERY,0,8086,
1768291151441,htap,OLTP_BATCH,8,BATCH,62,,statements=1002
1768291151459,htap,OLTP_BATCH,9,BATCH,52,,statements=1002
1768291151466,htap,OLTP_BATCH,2,BATCH,64,,statements=1002
1768291151469,htap,OLAP_QUERY,4,MAIN_OLAP,30,8082,
1768291151474,htap,OLTP_BATCH,5,BATCH,61,,statements=1002
1768291151476,htap,OLTP_BATCH,0,BATCH,60,,statements=1002
1768291151479,htap,OLTP_BATCH,4,BATCH,61,,statements=1002
1768291151480,htap,OLTP_BATCH,1,BATCH,57,,statements=1002
1768291151485,htap,OLTP_BATCH,3,BATCH,58,,statements=1002
1768291151490,htap,OLTP_BATCH,6,BATCH,63,,statements=1002
1768291151493,htap,OLTP_BATCH,7,BATCH,63,,statements=1002
1768291151509,htap,OLTP_BATCH,8,BATCH,65,,statements=1002
1768291151523,htap,OLTP_BATCH,9,BATCH,61,,statements=1002
1768291151534,htap,OLTP_BATCH,2,BATCH,66,,statements=1002
1768291151537,htap,OLTP_BATCH,5,BATCH,62,,statements=1002
1768291151542,htap,OLTP_BATCH,0,BATCH,64,,statements=1002
1768291151544,htap,OLTP_BATCH,1,BATCH,62,,statements=1002
1768291151547,htap,OLTP_BATCH,4,BATCH,66,,statements=1002
1768291151554,htap,OLTP_BATCH,3,BATCH,67,,statements=1002
1768291151562,htap,OLTP_BATCH,7,BATCH,67,,statements=1002
1768291151562,htap,OLTP_BATCH,6,BATCH,70,,statements=1002
1768291151577,htap,OLTP_BATCH,8,BATCH,66,,statements=1002
1768291151591,htap,OLTP_BATCH,9,BATCH,64,,statements=1002
1768291151603,htap,OLTP_BATCH,2,BATCH,67,,statements=1002
1768291151604,htap,OLAP_QUERY,0,MAIN_OLAP,23,8231,
1768291151606,htap,OLTP_BATCH,0,BATCH,62,,statements=1002
1768291151611,htap,OLTP_BATCH,4,BATCH,62,,statements=1002
1768291151612,htap,OLTP_BATCH,1,BATCH,66,,statements=1002
1768291151614,htap,OLTP_BATCH,5,BATCH,75,,statements=1002
1768291151616,htap,OLAP_QUERY,2,MAIN_OLAP,30,8233,
1768291151616,htap,OLTP_BATCH,3,BATCH,60,,statements=1002
1768291151629,htap,OLTP_BATCH,7,BATCH,65,,statements=1002
1768291151636,htap,OLTP_BATCH,6,BATCH,72,,statements=1002
1768291151648,htap,OLTP_BATCH,8,BATCH,69,,statements=1002
1768291151649,htap,OLTP_BATCH,9,BATCH,55,,statements=1002
1768291151666,htap,OLTP_BATCH,2,BATCH,61,,statements=1002
1768291151672,htap,OLTP_BATCH,0,BATCH,64,,statements=1002
1768291151682,htap,OLTP_BATCH,1,BATCH,68,,statements=1002
1768291151682,htap,OLTP_BATCH,5,BATCH,66,,statements=1002
1768291151682,htap,OLTP_BATCH,3,BATCH,63,,statements=1002
1768291151682,htap,OLTP_BATCH,4,BATCH,69,,statements=1002
1768291151694,htap,OLTP_BATCH,7,BATCH,63,,statements=1002
1768291151704,htap,OLTP_BATCH,6,BATCH,66,,statements=1002
1768291151711,htap,OLTP_BATCH,8,BATCH,61,,statements=1002
1768291151712,htap,OLTP_BATCH,9,BATCH,61,,statements=1002
1768291151732,htap,OLTP_BATCH,2,BATCH,64,,statements=1002
1768291151740,htap,OLTP_BATCH,4,BATCH,56,,statements=1002
1768291151742,htap,OLTP_BATCH,0,BATCH,67,,statements=1002
1768291151748,htap,OLTP_BATCH,3,BATCH,64,,statements=1002
1768291151748,htap,OLTP_BATCH,1,BATCH,64,,statements=1002
